OPPORTUNITY NUMBER,OPPORTUNITY TITLE,AGENCY CODE,OPPORTUNITY STATUS,POSTED DATE,CLOSE DATE,Search Term
"=HYPERLINK(""https://www.grants.gov/search-results-detail/355801"",""FR-6800-N-84"")",FY 2024 Family Unification Program Notice of Funding Opportunity,HUD,posted,08/01/2024,10/30/2024,"""Public Health"""
"=HYPERLINK(""https://www.grants.gov/search-results-detail/352114"",""F24AS00225"")",F24AS00225 - Aquatic Invasive Species Grants to Great Lakes States - Fiscal Year 2024 Great Lakes Restoration Initiative,DOI-FWS,posted,01/31/2024,12/31/2024,"""Public Health"""
"=HYPERLINK(""https://www.grants.gov/search-results-detail/352116"",""F24AS00227"")",F24AS00227 - Aquatic Invasive Species Interjurisdictional Grants to the Great Lakes States and Tribes - Fiscal Year 2024 Great Lakes Restoration Initiative,DOI-FWS,posted,01/31/2024,12/31/2024,"""Public Health"""
"=HYPERLINK(""https://www.grants.gov/search-results-detail/352115"",""F24AS00226"")",F24AS00226 - Aquatic Invasive Species Grants to Great Lakes Tribes - Fiscal Year 2024 Great Lakes Restoration Initiative,DOI-FWS,posted,01/31/2024,12/31/2024,"""Public Health"""
"=HYPERLINK(""https://www.grants.gov/search-results-detail/356358"",""USDA-NIFA-CFP-010954"")",Community Food Projects Competitive Grant Program,USDA-NIFA,posted,09/06/2024,11/07/2024,"""Public Health"""
"=HYPERLINK(""https://www.grants.gov/search-results-detail/330175"",""FA7000-21-S-0001"")",Research Interests of the United States Air Force Academy (formerly USAFA-BAA-2021),DOD-USAFA,posted,12/02/2020,,"""Public Health"""
"=HYPERLINK(""https://www.grants.gov/search-results-detail/350845"",""R24AS00059"")",WaterSMART Small-Scale Water Efficiency Projects For Fiscal Year 2024 and Fiscal Year 2025,DOI-BOR,posted,11/02/2023,01/14/2025,"""Public Health"""
"=HYPERLINK(""https://www.grants.gov/search-results-detail/324942"",""72044020RFA00004"")",USAID Biodiversity Conservation,USAID-VIE,posted,02/28/2020,,"""Public Health"""
"=HYPERLINK(""https://www.grants.gov/search-results-detail/356731"",""DE-FOA-0003485"")",Generation III+ Small Modular Reactor Pathway to Deployment,DOE-01,posted,10/16/2024,01/17/2025,"""Public Health"""
"=HYPERLINK(""https://www.grants.gov/search-results-detail/356560"",""693JJ325NF00004"")",NOTICE OF FUNDING OPPORTUNITY FOR FISCAL YEAR (FY) 2024 – 2026 GARRETT A. MORGAN TECHNOLOGY AND TRANSPORTATION EDUCATION PROGRAM,DOT-FHWA,posted,10/11/2024,01/10/2025,"""Public Health"""
"=HYPERLINK(""https://www.grants.gov/search-results-detail/337347"",""SMK800-22-PAS002"")",2022 Alumni Engagement Innovation Fund (AEIF 2022),DOS-MKD,forecasted,04/04/2022,,"""Public Health"""
"=HYPERLINK(""https://www.grants.gov/search-results-detail/353292"",""NTIA-SDECGP-2024"")",State Digital Equity Capacity Grant Program (2024),DOC-NTIA,posted,03/29/2024,,"""Public Health"""
"=HYPERLINK(""https://www.grants.gov/search-results-detail/356487"",""FR-6800-N-69"")",Older Adults Home Modification Grant Program,HUD,posted,09/20/2024,11/19/2024,"""Public Health"""
"=HYPERLINK(""https://www.grants.gov/search-results-detail/356475"",""FR-6800-N-21-A"")",Fair Housing Initiatives Program Education and Outreach Initiative,HUD,posted,09/20/2024,11/19/2024,"""Public Health"""
"=HYPERLINK(""https://www.grants.gov/search-results-detail/353542"",""72027824APS00002"")",Private Sector Collaboration Pathway (PSCP) Jordan Addendum,USAID-JOR,posted,04/16/2024,04/26/2025,"""Public Health"""
"=HYPERLINK(""https://www.grants.gov/search-results-detail/356324"",""693JJ324NF00029"")",Fiscal Year (FY) 2023-2024 National Scenic Byways Program,DOT-FHWA,posted,09/17/2024,12/16/2024,"""Public Health"""
"=HYPERLINK(""https://www.grants.gov/search-results-detail/350022"",""DE-FOA-0003101"")",Inflation Reduction Act - Transmission Siting and Economic Development Program,DOE-NETL,posted,08/29/2023,06/30/2025,"""Public Health"""
"=HYPERLINK(""https://www.grants.gov/search-results-detail/356729"",""FR-6800-N-19"")",Self-Help Homeownership Opportunity Program (SHOP),HUD,posted,10/16/2024,12/17/2024,"""Public Health"""
"=HYPERLINK(""https://www.grants.gov/search-results-detail/49325"",""ED-GRANTS-072909-002"")",Office of Elementary & Secondary Education; Overview Information: Race to the Top Fund (ARRA)  CFDA 84.395,ED,posted,09/02/2009,,"""Public Health"""
"=HYPERLINK(""https://www.grants.gov/search-results-detail/187913"",""APS-OAA-12-000007"")","Microbicides Research, Development, and Introduction",USAID,posted,07/30/2012,,"""Public Health"""
"=HYPERLINK(""https://www.grants.gov/search-results-detail/300813"",""RFI-625-18-RISEII"")",Resilience in the Sahel Enhanced (RISE) II Technical Approach Working Paper,USAID-SEN,posted,02/16/2018,,"""Public Health"""
"=HYPERLINK(""https://www.grants.gov/search-results-detail/356431"",""EPA-I-OLEM-ORCR-24-06"")",Solid Waste Infrastructure for Recycling (SWIFR) Grants for Tribes and Intertribal Consortia,EPA,posted,09/16/2024,03/14/2025,"""Public Health"""
"=HYPERLINK(""https://www.grants.gov/search-results-detail/356571"",""EPA-OCSPP-OPP-2024-007"")",Grants Technical Assistance for Pesticide Safety Programs: Technical Assistance in Support of the Health Care Initiative and the Farmworker Training and Education Program,EPA,posted,09/27/2024,12/05/2024,"""Public Health"""
"=HYPERLINK(""https://www.grants.gov/search-results-detail/298577"",""720FDA18RFA00002"")",Responding to Pakistan’s Internally Displaced (RAPID) III,USAID,posted,11/09/2017,,"""Public Health"""
"=HYPERLINK(""https://www.grants.gov/search-results-detail/353006"",""USDA-NIFA-AFRI-010693"")",Agriculture and Food Research Initiative Competitive Grants Program Education and Workforce Development,USDA-NIFA,posted,03/15/2024,12/05/2024,"""Public Health"""
"=HYPERLINK(""https://www.grants.gov/search-results-detail/354824"",""N66001-24-S-4702"")","C4ISR, Information Operations, Cyberspace Operations and Information Technology System Research, Cryogenics and Quantum Broad Agency Announcement (BAA)",DOD-ONR-NIWCPAC,posted,06/10/2024,06/09/2025,"""Public Health"""
"=HYPERLINK(""https://www.grants.gov/search-results-detail/348888"",""720BHA23APS00002"")",BHA Multi Year Annual Program Statement (BHA MYAPS),USAID,posted,06/22/2023,,"""Public Health"""
"=HYPERLINK(""https://www.grants.gov/search-results-detail/351714"",""DE-FOA-0003285"")",MINORITY SERVING INSTITUTIONS PARTNERSHIP PROGRAM (MSIPP) CONSORTIA GRANT PROGRAM (CGP),DOE-NNSA,posted,01/05/2024,06/15/2026,"""Public Health"""
"=HYPERLINK(""https://www.grants.gov/search-results-detail/344247"",""720BHA22APS00002"")",Climate Smart and Disaster Ready,USAID,posted,11/04/2022,,"""Public Health"""
"=HYPERLINK(""https://www.grants.gov/search-results-detail/346815"",""PWEAA2023"")",FY 2023 EDA Public Works and Economic Adjustment Assistance Programs,DOC-EDA,posted,03/14/2023,,"""Public Health"""
"=HYPERLINK(""https://www.grants.gov/search-results-detail/343826"",""CMS-3J3-23-001"")",Health Home for Children with Medically Complex Conditions,HHS-CMS,posted,09/30/2022,01/04/2025,"""Public Health"""
"=HYPERLINK(""https://www.grants.gov/search-results-detail/356598"",""FR-FSP-24-003"")",FY24 Federal-State Partnership for Intercity Passenger Rail Grant Program,DOT-FRA,posted,09/30/2024,12/16/2024,"""Public Health"""
"=HYPERLINK(""https://www.grants.gov/search-results-detail/356612"",""HDTRA1-25-S-0001"")",Fundamental Research to Counter Weapons of Mass Destruction,DOD-DTRA,posted,10/01/2024,09/30/2034,"""Public Health"""
"=HYPERLINK(""https://www.grants.gov/search-results-detail/356730"",""DE-FOA-0003477"")",Inspiring Generations of New Innovators to Impact Technologies in Energy (IGNIITE) 2025,DOE-ARPAE,posted,10/16/2024,11/15/2024,"""Public Health"""
"=HYPERLINK(""https://www.grants.gov/search-results-detail/356393"",""DE-FOA-0003371"")",DE-FOA-0003371 FY24 Scale-Up of Integrated Biorefineries,DOE-GFO,posted,09/11/2024,01/16/2025,"""Public Health"""
"=HYPERLINK(""https://www.grants.gov/search-results-detail/350116"",""R23AS00433"")",WaterSMART: Large-Scale Water Recycling Projects for Fiscal Years 2023 and 2024,DOI-BOR,posted,09/06/2023,11/26/2024,"""Public Health"""
"=HYPERLINK(""https://www.grants.gov/search-results-detail/356122"",""DE-FOA-0003365"")","Carbon Capture, Removal, and Conversion Test Centers",DOE-NETL,posted,08/19/2024,10/31/2024,"""Public Health"""
"=HYPERLINK(""https://www.grants.gov/search-results-detail/356430"",""EPA-I-OLEM-ORCR-24-05"")",Solid Waste Infrastructure for Recycling Grants for Political Subdivisions of States and Territories,EPA,posted,09/16/2024,12/20/2024,"""Public Health"""
"=HYPERLINK(""https://www.grants.gov/search-results-detail/349076"",""FR-6700-N-USP"")",FY2023 and FY2024 Authority to Accept Unsolicited Proposals for Research Partnerships,HUD,posted,07/03/2023,06/30/2025,"""Public Health"""
"=HYPERLINK(""https://www.grants.gov/search-results-detail/340203"",""72044022RFA00003"")",Young Southeast Asian Leaders Initiative - Mekong Leadership Program,USAID-VIE,posted,05/10/2022,,"""Public Health"""
"=HYPERLINK(""https://www.grants.gov/search-results-detail/347414"",""EDA-DISASTER-2023"")",FY 2023 Disaster Supplemental,DOC-EDA,posted,04/24/2023,,"""Public Health"""
"=HYPERLINK(""https://www.grants.gov/search-results-detail/356304"",""EPA-I-OLEM-OBLR-24-09"")",FY25 GUIDELINES FOR BROWNFIELD ASSESSMENT GRANTS (COMMUNITY-WIDE ASSESSMENT GRANTS FOR STATES AND TRIBES),EPA,posted,09/03/2024,11/14/2024,"""Public Health"""
"=HYPERLINK(""https://www.grants.gov/search-results-detail/356303"",""EPA-OLEM-OBLR-24-08"")",FY25 GUIDELINES FOR BROWNFIELD ASSESSMENT GRANTS (COMMUNITY-WIDE ASSESSMENT GRANTS),EPA,posted,09/03/2024,11/14/2024,"""Public Health"""
"=HYPERLINK(""https://www.grants.gov/search-results-detail/356058"",""DE-FOA-0003412"")",Inflation Reduction Act (IRA) Section 50143 Domestic Manufacturing Conversion Grants for Electrified Vehicles: State Partnerships for Small and Medium Sized Manufacturers (SMMs),DOE-NETL,posted,08/15/2024,10/30/2024,"""Public Health"""
"=HYPERLINK(""https://www.grants.gov/search-results-detail/355333"",""DE-FOA-0003408"")",TECHNOLOGIES TO EMEND AND OBVIATE SYNTHETIC NITROGEN’S TOLL ON EMISSIONS (TEOSYNTE SBIR/STTR),DOE-ARPAE,posted,07/11/2024,10/30/2024,"""Public Health"""
"=HYPERLINK(""https://www.grants.gov/search-results-detail/356301"",""EPA-OLEM-OBLR-24-07"")",FY25 GUIDELINES FOR BROWNFIELD ASSESSMENT GRANTS (ASSESSMENT COALITION GRANTS),EPA,posted,09/03/2024,11/14/2024,"""Public Health"""
"=HYPERLINK(""https://www.grants.gov/search-results-detail/330715"",""72044021RFA00001"")",USAID Counter Wildlife Trafficking,USAID-VIE,posted,01/05/2021,,"""Public Health"""
"=HYPERLINK(""https://www.grants.gov/search-results-detail/340272"",""7200AA22APS00007"")","Justice, Rights, and Security Annual Program Statement",USAID,posted,05/12/2022,05/11/2025,"""Public Health"""
"=HYPERLINK(""https://www.grants.gov/search-results-detail/355077"",""N00421-24-S-0001"")",FY24 NAVAL AIR WARFARE CENTER AIRCRAFT DIVISION OFFICE-WIDE BROAD AGENCY ANNOUNCEMENT,DOD-ONR-AIR,posted,06/21/2024,06/20/2025,"""Public Health"""
"=HYPERLINK(""https://www.grants.gov/search-results-detail/351756"",""HHS-2024-ACF-ORR-ZU-0086"")",Unaccompanied Children Lived Experience and Youth Engagement Program,HHS-ACF-ORR,posted,08/26/2024,12/20/2024,"""Public Health"""
"=HYPERLINK(""https://www.grants.gov/search-results-detail/327332"",""FA8650-20-S-6008"")",Airman Readiness Medical Research (ARMR) Hybrid BAA,DOD-AFRL,posted,05/26/2020,05/01/2025,"""Public Health"""
"=HYPERLINK(""https://www.grants.gov/search-results-detail/356420"",""72061124RFA00004"")",USAID Acting on Climate Change Together,USAID-ZAM,posted,09/13/2024,11/04/2024,"""Public Health"""
"=HYPERLINK(""https://www.grants.gov/search-results-detail/325932"",""W911NF-20-S-0008"")",UNITED STATES MILITARY ACADEMY Broad Agency Announcement,DOD-AMC,posted,04/01/2020,03/31/2025,"""Public Health"""
"=HYPERLINK(""https://www.grants.gov/search-results-detail/355332"",""DE-FOA-0003405"")",TECHNOLOGIES TO EMEND AND OBVIATE SYNTHETIC NITROGEN’S TOLL ON EMISSIONS (TEOSYNTE),DOE-ARPAE,posted,07/11/2024,10/30/2024,"""Public Health"""
"=HYPERLINK(""https://www.grants.gov/search-results-detail/355411"",""DE-FOA-0003418"")","Nuclear Energy Waste Transmutation Optimized Now (NEWTON), DE-FOA-0003418",DOE-ARPAE,posted,07/16/2024,11/05/2024,"""Public Health"""
"=HYPERLINK(""https://www.grants.gov/search-results-detail/355410"",""DE-FOA-0003419"")","Nuclear Energy Waste Transmutation Optimized Now (NEWTON) SBIR/STTR, DE-FOA-0003419",DOE-ARPAE,posted,07/16/2024,11/05/2024,"""Public Health"""
"=HYPERLINK(""https://www.grants.gov/search-results-detail/331032"",""72044021RFA00002"")",USAID Reducing Pollution,USAID-VIE,posted,01/20/2021,,"""Public Health"""
"=HYPERLINK(""https://www.grants.gov/search-results-detail/356623"",""DE-FOA-0003467"")",SEEDING CRITICAL ADVANCES FOR LEADING ENERGY TECHNOLOGIES WITH UNTAPPED POTENTIAL (SCALEUP) READY,DOE-ARPAE,posted,10/02/2024,09/29/2029,"""Public Health"""
"=HYPERLINK(""https://www.grants.gov/search-results-detail/356835"",""DE-FOA-0003483"")",Quantum Computing for Computational Chemistry SBIR/STTR (QC3 SBIR/STTR),DOE-ARPAE,posted,10/24/2024,11/21/2024,"""Public Health"""
"=HYPERLINK(""https://www.grants.gov/search-results-detail/356884"",""DE-FOA-0003488"")",Galvanizing Leaps in Advanced Super INsulating Glass (GLASING),DOE-ARPAE,posted,10/29/2024,11/26/2024,"""Public Health"""
"=HYPERLINK(""https://www.grants.gov/search-results-detail/355493"",""DE-FOA-0003329"")",Smart Manufacturing Technologies for Material and Process Innovation,DOE-GFO,posted,07/18/2024,11/18/2024,"""Public Health"""
"=HYPERLINK(""https://www.grants.gov/search-results-detail/356810"",""DE-FOA-0003439"")",Advanced Hydrogen and Fuel Cell Technologies to Drive National Goals,DOE-GFO,posted,10/23/2024,01/31/2025,"""Public Health"""
"=HYPERLINK(""https://www.grants.gov/search-results-detail/339224"",""72044022RFA00002"")",Vietnam Action Against Plastic Pollution,USAID-VIE,posted,04/05/2022,,"""Public Health"""
"=HYPERLINK(""https://www.grants.gov/search-results-detail/325906"",""7200AA20APS00007"")",YouthPower 2 (YP2) Annual Program Statement (APS),USAID,posted,03/30/2020,03/29/2025,"""Public Health"""
"=HYPERLINK(""https://www.grants.gov/search-results-detail/356327"",""R25AS00392"")",Small Surface Water and Groundwater Storage Projects (Small Storage Program),DOI-BOR,posted,09/04/2024,12/12/2024,"""Public Health"""
"=HYPERLINK(""https://www.grants.gov/search-results-detail/349523"",""DE-FOA-0002829"")",BIL - Carbon Utilization Procurement Grants under Bipartisan Infrastructure Law Section 40302,DOE-NETL,posted,07/24/2023,04/30/2025,"""Public Health"""
"=HYPERLINK(""https://www.grants.gov/search-results-detail/354043"",""EPA-OAR-OTAQ-24-02"")",2024 Diesel Emissions Reduction Act (DERA) Tribal and Territory Grants,EPA,posted,05/07/2024,12/06/2024,"""Public Health"""
"=HYPERLINK(""https://www.grants.gov/search-results-detail/356551"",""DE-FOA-0003403"")",TRIBAL COLLEGES AND UNIVERSITIES PLANNING FOR CLEAN ENERGY - 2025,DOE-GFO,posted,09/26/2024,12/18/2024,"""Public Health"""
"=HYPERLINK(""https://www.grants.gov/search-results-detail/356754"",""72066024RFA00007"")",USAID Maisha Bora Activity,USAID-DEM,posted,10/18/2024,11/15/2024,"""Public Health"""
"=HYPERLINK(""https://www.grants.gov/search-results-detail/354875"",""CMS-2P2-25-001"")",Cell and Gene Therapy (CGT) Access Model,HHS-CMS,posted,08/15/2024,02/28/2025,"""Public Health"""
"=HYPERLINK(""https://www.grants.gov/search-results-detail/353979"",""72052324APS00001"")",Mexico CDCS Annual Program Statement,USAID-MEX,posted,05/03/2024,05/02/2025,"""Public Health"""
"=HYPERLINK(""https://www.grants.gov/search-results-detail/356482"",""DE-FOA-0003394"")",Gasification of Alternative Feedstocks,DOE-NETL,posted,09/20/2024,11/22/2024,"""Public Health"""
"=HYPERLINK(""https://www.grants.gov/search-results-detail/356593"",""DE-FOA-0003410"")",Nuclear Reactor Safety Training and Workforce Development Program,DOE-ID,posted,09/30/2024,01/14/2025,"""Public Health"""
"=HYPERLINK(""https://www.grants.gov/search-results-detail/356713"",""DE-FOA-0003458"")",Artificial Intelligence and Machine Learning Applied to Nuclear Science and Technology,PAMS-SC,posted,10/15/2024,01/14/2025,"""Public Health"""
"=HYPERLINK(""https://www.grants.gov/search-results-detail/352799"",""7200AA24APS00004"")",ITR/R_EXPLORE_APS,USAID,posted,03/05/2024,03/04/2029,"""Public Health"""
"=HYPERLINK(""https://www.grants.gov/search-results-detail/356471"",""DE-FOA-0003344"")",SuperTruck Charge,DOE-NETL,posted,09/19/2024,11/26/2024,"""Public Health"""
"=HYPERLINK(""https://www.grants.gov/search-results-detail/356392"",""DE-FOA-0003444"")",Established Program to Stimulate Competitive Research (EPSCoR) Implementation Grants,PAMS-SC,posted,09/12/2024,01/29/2025,"""Public Health"""
"=HYPERLINK(""https://www.grants.gov/search-results-detail/356574"",""DE-FOA-0003401"")",TRIBAL CLEAN ENERGY PLANNING AND DEVELOPMENT - 2025,DOE-GFO,posted,09/27/2024,01/23/2025,"""Public Health"""
"=HYPERLINK(""https://www.grants.gov/search-results-detail/356709"",""DE-FOA-0003452"")",Genomics - Enabled Understanding and Advancing Knowledge on Plant Gene Function(s),PAMS-SC,posted,10/15/2024,02/10/2025,"""Public Health"""
"=HYPERLINK(""https://www.grants.gov/search-results-detail/347779"",""72044023RFA00003"")",USAID Climate Resilient Agriculture in the Mekong Delta,USAID-VIE,posted,04/27/2023,,"""Public Health"""
"=HYPERLINK(""https://www.grants.gov/search-results-detail/355948"",""DE-FOA-0003383"")",Fiscal Year 2024 Vehicle Technologies Office Batteries Funding Opportunity Announcement,DOE-NETL,posted,08/08/2024,10/30/2024,"""Public Health"""
"=HYPERLINK(""https://www.grants.gov/search-results-detail/355627"",""DE-FOA-0003420"")",Earth and Environmental Systems Science in the Southeast U.S.,PAMS-SC,posted,07/25/2024,11/21/2024,"""Public Health"""
"=HYPERLINK(""https://www.grants.gov/search-results-detail/356896"",""DE-FOA-0003464"")",Climate Resilience Centers,PAMS-SC,posted,10/29/2024,02/20/2025,"""Public Health"""
"=HYPERLINK(""https://www.grants.gov/search-results-detail/354352"",""DE-FOA-0003309"")",Fiscal Year 2025 Consolidated Innovative Nuclear Research,DOE-ID,posted,05/20/2024,11/13/2024,"""Public Health"""
"=HYPERLINK(""https://www.grants.gov/search-results-detail/356550"",""DE-FOA-0003366"")",Oxygen-conducting SOFC and SOEC Research and Development for Hydrogen Production,DOE-NETL,posted,09/26/2024,12/02/2024,"""Public Health"""
"=HYPERLINK(""https://www.grants.gov/search-results-detail/356024"",""W911NF24S0010"")",Collective Judgment Formation-Collaborative Research Alliance,DOD-AMC,posted,08/14/2024,12/06/2024,"""Public Health"""
"=HYPERLINK(""https://www.grants.gov/search-results-detail/356418"",""DE-FOA-0003343"")",Undocumented Orphaned Well Characterization and Remediation,DOE-NETL,posted,09/13/2024,11/13/2024,"""Public Health"""
"=HYPERLINK(""https://www.grants.gov/search-results-detail/356520"",""DE-FOA-0003415"")",U.S. Wave Energy Open Water Testing,DOE-GFO,posted,09/24/2024,01/30/2025,"""Public Health"""
"=HYPERLINK(""https://www.grants.gov/search-results-detail/356722"",""DE-FOA-0003462"")",FY 2025 Phase II Release 1,PAMS-SC,posted,10/15/2024,12/03/2024,"""Public Health"""
"=HYPERLINK(""https://www.grants.gov/search-results-detail/356854"",""DFOP0016956"")",FY 2025 PRM Request for Full Proposals for Nigeria,DOS-PRM,posted,10/25/2024,11/29/2024,"""Public Health"""
"=HYPERLINK(""https://www.grants.gov/search-results-detail/353946"",""DE-FOA-0002966"")",Bipartisan Infrastructure Law - Carbon Dioxide Transportation Infrastructure Finance and Innovation (CIFIA) Program: Future Growth Grants (Section 40304),DOE-NETL,posted,05/02/2024,10/30/2024,"""Public Health"""
"=HYPERLINK(""https://www.grants.gov/search-results-detail/54170"",""RFA294-2010-115"")",Civic Participation Program,USAID-WES,posted,04/30/2010,,"""Public Health"""
"=HYPERLINK(""https://www.grants.gov/search-results-detail/344875"",""72052023RFA00002"")",Feed the Future Connecting Value Chains in the Verapaces,USAID-GUA,forecasted,12/13/2022,,"""Public Health"""
"=HYPERLINK(""https://www.grants.gov/search-results-detail/356590"",""DE-FOA-0003432"")",FY 2025 Continuation of Solicitation for the Office of Science Financial Assistance Program,PAMS-SC,posted,09/30/2024,09/30/2025,"""Public Health"""
"=HYPERLINK(""https://www.grants.gov/search-results-detail/355758"",""ARPA-H-SOL-24-111"")",Groundbreaking Lymphatic Interventions and Drug Exploration,HHS-ARPAH,posted,07/31/2024,12/12/2024,"""Public Health"""
"=HYPERLINK(""https://www.grants.gov/search-results-detail/341347"",""72044022RFA00005"")",Inclusion IIb,USAID-VIE,posted,06/22/2022,,"""Public Health"""
"=HYPERLINK(""https://www.grants.gov/search-results-detail/347858"",""W911NF-23-S-0010"")","UNITED STATES ARMY RESEARCH INSTITUTE FOR THE BEHAVIORAL AND SOCIAL SCIENCES (ARI) BROAD AGENCY ANNOUNCEMENT FOR BASIC, APPLIED, AND ADVANCED SCIENTIFIC RESEARCH",DOD-AMC,posted,05/01/2023,04/30/2028,"""Public Health"""
"=HYPERLINK(""https://www.grants.gov/search-results-detail/314279"",""95332419N0001"")",Partnerships with MCC Program,MCC,posted,03/26/2019,03/31/2025,"""Public Health"""
"=HYPERLINK(""https://www.grants.gov/search-results-detail/350009"",""72052023APS00002"")",Locally Led Development Annual Program Statement (APS),USAID-GUA,posted,08/28/2023,08/26/2025,"""Public Health"""
"=HYPERLINK(""https://www.grants.gov/search-results-detail/356372"",""72062424APS00002"")",Addressing Sexual and Gender-Based Violence (SGBV) and Trafficking in Persons (TIP) in West Africa (SGBV-TIP),USAID-GHA,posted,09/09/2024,02/07/2025,"""Public Health"""
"=HYPERLINK(""https://www.grants.gov/search-results-detail/350597"",""RFA-CA-24-006"")",Translational Research Toward Development of a Kaposi Sarcoma Herpesvirus (KSHV) Vaccine (U01 Clinical Trial Optional),HHS-NIH11,posted,10/16/2023,12/04/2024,"""Vaccines"""
"=HYPERLINK(""https://www.grants.gov/search-results-detail/355911"",""CDC-RFA-IP-25-0007"")",Strengthening Vaccine-Preventable Disease Prevention and Response,HHS-CDC-NCIRD,forecasted,08/07/2024,,"""Vaccines"""
"=HYPERLINK(""https://www.grants.gov/search-results-detail/353669"",""7200AA24RFI00017"")",Accelerating HIV Vaccine Research and Development in Low- and Middle-Income Countries (LMIC),USAID,forecasted,04/22/2024,,"""Vaccines"""
"=HYPERLINK(""https://www.grants.gov/search-results-detail/350461"",""PAR-24-037"")",HIV Vaccine Research and Design (HIVRAD) Program (P01 Clinical Trial Not Allowed),HHS-NIH11,posted,10/04/2023,03/13/2026,"""Vaccines"""
"=HYPERLINK(""https://www.grants.gov/search-results-detail/355902"",""RFA-IP-25-111"")",Rapid-Cycle Survey Collaborative for Provider and Public Input on Immunization Issues,HHS-CDC-HHSCDCERA,forecasted,08/06/2024,,"""Vaccines"""
"=HYPERLINK(""https://www.grants.gov/search-results-detail/344352"",""PAR-23-033"")",Integrated Preclinical / Clinical AIDS Vaccine Development Program (IPCAVD) (U19 Clinical Trial Not Allowed),HHS-NIH11,posted,10/31/2022,03/14/2025,"""Vaccines"""
"=HYPERLINK(""https://www.grants.gov/search-results-detail/347659"",""PAR-23-169"")",Innovation for HIV Vaccine Discovery (R01 Clinical Trial Not Allowed),HHS-NIH11,posted,04/20/2023,08/01/2025,"""Vaccines"""
"=HYPERLINK(""https://www.grants.gov/search-results-detail/356534"",""RFA-DP-25-126"")",Health Promotion and Disease Prevention Research Centers: 2025 Special Interest Project Competitive Supplements (SIPS),HHS-CDC-HHSCDCERA,forecasted,09/25/2024,,"""Vaccines"""
"=HYPERLINK(""https://www.grants.gov/search-results-detail/356163"",""RFA-OH-26-001"")",Cooperative Research Agreements Related to the World Trade Center Health Program (U01),HHS-CDC-HHSCDCERA,forecasted,08/22/2024,,"""Vaccines"""
"=HYPERLINK(""https://www.grants.gov/search-results-detail/343474"",""PAR-22-225"")",NIAID Investigator Initiated Program Project Applications (P01 Clinical Trial Not Allowed),HHS-NIH11,posted,09/13/2022,09/07/2025,"""Vaccines"""
"=HYPERLINK(""https://www.grants.gov/search-results-detail/344643"",""PAR-23-065"")",NIAID Resource-Related Research Projects (R24 Clinical Trial Not Allowed),HHS-NIH11,posted,11/23/2022,01/07/2026,"""Vaccines"""
"=HYPERLINK(""https://www.grants.gov/search-results-detail/352012"",""PAR-24-112"")",Understanding Mechanisms and Outcomes of Trained Immunity (R01 Clinical Trial Not Allowed),HHS-NIH11,posted,01/25/2024,01/07/2027,"""Vaccines"""
"=HYPERLINK(""https://www.grants.gov/search-results-detail/352009"",""PAR-24-111"")",Understanding Mechanisms and Outcomes of Trained Immunity (R21 Clinical Trial Not Allowed),HHS-NIH11,posted,01/25/2024,01/07/2027,"""Vaccines"""
"=HYPERLINK(""https://www.grants.gov/search-results-detail/356714"",""RFA-AI-24-068"")",New Therapeutic Strategies for Genital Herpes (R21/R33 Clinical Trial Not Allowed),HHS-NIH11,posted,10/15/2024,01/31/2025,"""Vaccines"""
"=HYPERLINK(""https://www.grants.gov/search-results-detail/356671"",""72062024RFA00009"")",USAID Primary Health Care Improvement Program (UPHIP),USAID-NIG,posted,10/09/2024,11/15/2024,"""Vaccines"""
"=HYPERLINK(""https://www.grants.gov/search-results-detail/356765"",""72052725RFA00001"")",Strengthening Systems for Health Security Activity (SSHS),USAID-PER,posted,10/18/2024,12/16/2024,"""Vaccines"""
"=HYPERLINK(""https://www.grants.gov/search-results-detail/338128"",""72067522APS00002"")",Guinea Local Health System Strengthening (GLHSS),USAID-GUI,posted,02/16/2022,02/25/2025,"""Vaccines"""
"=HYPERLINK(""https://www.grants.gov/search-results-detail/228973"",""RFA-391-13-000009"")","Child, Newborn, and Maternal Health Project",USAID-PAK,posted,04/03/2013,,"""Vaccines"""
"=HYPERLINK(""https://www.grants.gov/search-results-detail/354472"",""72069524RFA00004"")",Notice of Funding Opportunity for Kira Ukuze Activity,USAID-BUR,forecasted,05/28/2024,,"""Vaccines"""
"=HYPERLINK(""https://www.grants.gov/search-results-detail/345910"",""72049723APS00001-AND-ADDENDUMS"")",Accelerating Elimination of Tuberculosis (TB) in Indonesia,USAID-IND,posted,02/09/2023,,"""Vaccines"""
"=HYPERLINK(""https://www.grants.gov/search-results-detail/356858"",""DFOP0016988"")",Build Partner Capabilities to Protect Critical Advanced and Emerging Technologies,DOS-ISN,posted,10/26/2024,01/17/2025,"""Vaccines"""
"=HYPERLINK(""https://www.grants.gov/search-results-detail/356864"",""DFOP0016986"")","Advancing Nuclear Safety, Security, and Nonproliferation through the FIRST Program",DOS-ISN,posted,10/26/2024,01/17/2025,"""Vaccines"""
"=HYPERLINK(""https://www.grants.gov/search-results-detail/356866"",""DFOP0016992"")",Build Partner Capabilities to Counter the Russian Federation’s Chemical and Biological Threats,DOS-ISN,posted,10/26/2024,01/17/2025,"""Vaccines"""
